Speed_y_dash,Dt,Accelerate_y,Speed_y
16.58919065493813,4.424070582275351,3.670051510160649,0.3526237334011757
-7.499618208003152,2.424070582275351,-2.996615156506016,-0.23561156071647193
-3.622231052112499,0.4240705822753509,0.33671817682731664,-3.7650233254223537
37.688298649742904,8.424070582275354,4.781162621271761,-2.5885527371870594
-7.642340278557882,6.424070582275354,-1.8855040453949057,4.470270792224705
7.9434968615038155,4.0240705822753515,1.4478292879384282,2.117329615754117
3.7673938345603544,2.0240705822753506,2.55894039904954,-1.4120821489517663
2.606689546782466,0.02407058227535082,-4.107726267617127,2.7055649098717636
-2.9199833591190787,8.024070582275353,-0.774392934283795,3.293800203989411
16.822527977570736,6.024070582275353,2.929310769419909,-0.8238468548341196
-22.700999029604795,5.224070582275353,-3.737355897246757,-3.1767880313047065
0.22649705874773818,3.2240705822753513,-0.40402256391342384,1.529094321636471
0.004267650282025137,1.2240705822753504,4.040421880531021,-4.941493913657648
-28.577925893187835,9.224070582275353,-2.6262447861356457,-4.353258619540001
6.048916600393464,7.2240705822753535,0.7070885471976887,0.9408590275188233
14.107718709104665,5.624070582275353,1.8181996583087976,3.882035498107058
-19.571504097191742,3.624070582275351,-4.848467008357868,-2.000317443069413
-2.0388561441717785,1.6240705822753507,-1.5151336750245354,0.4218278856503108
31.58995677987709,9.624070582275353,3.2996811397902786,-0.1664074084673377
-29.36595447957836,7.624070582275354,-3.366985526876386,-3.6958191731732186
-2.681689141838006,4.824070582275351,-0.0336521935430536,-2.5193485849379247
16.99586358477254,2.8240705822753513,4.410792250901391,4.53947494447384
0.3275340246634941,0.8240705822753505,-2.255874415765276,2.186533768003251
8.164695541419913,8.824070582275352,1.077458917568058,-1.3428779967026316
17.709725412079948,6.824070582275353,2.1885700286791696,2.7747690621208987
-17.16490670654609,4.584070582275351,-4.478096637987497,3.3630043562385463
-3.712791881810128,2.584070582275351,-1.1447633046541652,-0.7546427025849844
-0.8919072772422574,0.5840705822753509,3.793508300284106,-3.107583879055572
-23.065095737197232,8.584070582275354,-2.873158366382559,1.5982984738856052
-1.8424652988083885,6.584070582275354,0.460174966950774,-4.8722897614085126
16.23721932918452,4.184070582275352,4.904619411395219,-4.284054467290866
-2.838372395049438,2.184070582275351,-1.7620472552714488,1.0100631797679585
