Location_y_dash,Dt,Accelerate_y,Speed_y,Location_y
13.824741281262,4.424070582275351,0.3670051510160649,0.3526237334011757,8.673123091973917
6.312469888549214,2.424070582275351,-0.2996615156506016,-0.23561156071647193,7.764032182883009
3.443151521842492,0.4240705822753509,0.03367181768273164,-3.7650233254223537,5.036759455610281
-2.5319122899026514,8.424070582275354,0.47811626212717606,-2.5885527371870594,2.3094867283375518
28.045299305846065,6.424070582275354,-0.18855040453949057,4.470270792224705,3.218577637428461
13.820197777307765,4.0240705822753515,0.1447829287938428,2.117329615754117,4.12766854651937
-0.9335768697113593,2.0240705822753506,0.25589403990495396,-1.4120821489517663,1.4003958192466426
6.010855888087447,0.02407058227535082,-0.41077262676171267,2.7055649098717636,5.945850364701189
30.79163469984784,8.024070582275353,-0.07743929342837946,3.293800203989411,6.8549412737920985
0.8435436832341536,6.024070582275353,0.29293107694199094,-0.8238468548341196,0.4913049101557338
-12.113343715316343,5.224070582275353,-0.3737355897246757,-3.1767880313047065,9.582214001064827
13.062469323698057,3.2240705822753513,-0.04040225639134243,1.529094321636471,8.342544579577224
1.6874144001536306,1.2240705822753504,0.4040421880531021,-4.941493913657648,7.433453670486314
-46.62108586453512,9.224070582275353,-0.2626244786135645,-4.353258619540001,4.706180943213585
10.620788660946411,7.2240705822753535,0.07070885471976884,0.9408590275188233,1.9789082159408575
27.596338975816245,5.624070582275353,0.18181996583087978,3.882035498107058,2.8879991250317665
-6.636162598961133,3.624070582275351,-0.48484670083578674,-2.000317443069413,3.797090034122676
1.5550793394625886,1.6240705822753507,-0.15151336750245353,0.4218278856503108,1.069817306849949
19.295029727054718,9.624070582275353,0.3299681139790279,-0.1664074084673377,5.615271852304495
-31.438369645833323,7.624070582275354,-0.3366985526876386,-3.6958191731732186,6.5243627613954045
